"'Kim KH, Zsuffa L, Kenny A, Mosseler A. 1990. Interspecific and intraspecific variation in pollen morphology in four species of Salix. Canadian Journal of Botany 68: 1497-1501.","'Schreiner EJ. 1974. Populus L., poplar. In: Schopmeyer CS, tech. coord. Seeds of woody plants in the United States. Agric. Handbk. 450. Washington, DC: USDA Forest Service: 645-655.",
"'Krasny ME, Vogt KA, Zasada JC. 1988. Establishment of four Salicaceae species on river bars in interior Alaska. Holarctic Ecology 11:210-219. Lautenschlager E. 1984. Keimungsbeobachtungen bei einigen","'Sennerby-Forsse L, ed. 1986. Handbook for energy forestry. Uppsala: Swedish University of Agricultural Sciences, Department of Ecology and Environmental Research.",
"'Weidenspecies. Bauhinia 8(I): 31-35.","'Shafroth PB, Scott ML, Friedman JM. 1994. Establishment, sex structure, and",
"'Lautenschlagen FI, Lautenschlagen E. 1994. Die Weiden von Mittel- und Nordeuropa. Berlin: Birkhäuser Verlag. 171 p.","'breeding system of an exotic riparian willow, Salix x rubens. American Midland Naturalist 159-172.",
"'Little EL Jr. 1979. Checklist of United States trees (native and naturalized). Agric. Handbk. 541. Washington, DC: USDA Forest Service: 255-267. Lyon LJ, Stickney PF. 1976. Early vegetal succession following large northern Rocky Mountain wildfires. Proceedings of the Annual Tall Timbers Fire Ecology Conference 14: 355-373.","'Simak M. 1980. Germination and storage of Salix caprea L. and Populus tremula L. seeds. In Proceedings, International Symposium on Forest Tree Seed Storage; 1980 September 23-27; Chalk River, ON. Ottawa: Canadian Forestry Service: 142-160. Siren G, Sennerby-Forsse L, Ledin S. 1987. Energy plantations: short rota-",
"'MacKinnnon A, Pojar J. Coupe R. 1992. Plants of northern British Columbia. Edmonton, AB: Lone Pine Publishing. 345 p.","'tion forestry in Sweden. In: Hall DE, Overend RP, eds. Biomass. London: John Wiley and Sons: 119-143.",
"'Martens E, Young JA. 1992. Seed germination data for yellow willow at a Nevada riparian site. In: Clary WP, McArthur, Bedunah D, Wambolt CL, comps. Proceedings, Symposium, Ecology and Management of Riparian","'Toepfer AD. 1915. Salices Bavariae, Versuch einer Monographie der bay- erischen Weiden. Berichte der Bayerischen Botanischen Gesellschaft zur Erforschung der Heimischen Flora 15.",
"'Shrub Communities; 1991 May 29-31; Sun Valley ID. Gen. Tech. Rep. INT- 289. Ogden, UT: USDA Forest Service Intermountain Research Station: 142-144.","'Viereck LA, Little EL Jr. 1972. Alaska trees and shrubs. Agric. Handbk. 410. Washington, DC: USDA Forest Service. 265 p. Viereck LA. 1970. Forest succession and soil development adjacent to the",
"'McBride JR, Strahan J. 1984. Establishment and survival of woody riparian species on the gravel bars of an intermittent stream. American Midland Naturalist 112(2): 102-110.","'Chena River in interior Alaska. Arctic and Alpine Research 2: 1-26. Viereck LA, Dyrness CT, eds. 1979. Ecological effects of the Wickersham Dome fire near Fairbanks, Alaska. Gen. Tech. Rep. PNW-90. Portland, OR:",
"'McDonough WT. 1979. Quaking aspen: seed germination and early seedling growth. Res. Pap. INT-234. Ogden, UT: USDA Forest Service,","'USDA Forest Service, Pacific Northwest Forest and Range Experiment Station.",
"'Intermountain Forest and Range Experiment Station. 13 p. McLeod KW, McPherson JK. 1972. Factors limiting the distribution of Salix nigra. Bulletin of the Torrey Botanical Club 100(2): 102-110. McLeod KW, Sherrod C Jr. 1981. Bald cypress seedling growth in thermally","'Viereck EG. 1987. Alaska's wilderness medicines: healthful plants of the far north. Edmonds, WA: Northwest Publishing Company. 107 p. Vogel VJ. 1990. American Indian medicine. Norman: University of Oklahoma Press. 578 p.",
"'altered habitats. Canadian Journal of Botany 68(7): 918-923.","'Vroege PW, Stelleman P. 1990. Insect and wind pollination in Salix repens L.",
"'Meeker JE, Elias JE, Heim JA. 1993. Plants used by the Great Lakes Ojibwa. Odanah, WI: Great Lakes Indian and Wildlife Commission. 440 p.","'and Salix caprea L. Israel Journal of Botany 39(1/2): 125-132. Walker LR, Zasada JC, Chapin FS. 1986. The role of life history processes in",
