"'Griffin JR. 1962. Intraspecific variation in Pinus sabiniana Dougl. [PhD thesis]. Berkeley: University of California. 274 p.","'Iroshnikov Al, Lebkov VF, Cherednikova YuS. 1963. Fruit bearing of stone pine forests of the Lena-Ilim interfluvial area. In: Shimanyuk AP, ed.",
"'Griffin JR. 1964. Cone morphology in Pinus sabiniana. Journal of the Arnold Arboretum 45(2): 260-273.","'Fruiting of the Siberian stone pine in east Siberia. Akad. Nauk SSSR Sibirskoe Otdel 62: 35-79 [English translation TT65-50123, Springfield,",
"'Griffin JR. 1965. Digger pine seedling response to serpentinite and non-ser- pentinite soil. Ecology 46(6): 801-807.","'VA: USDC CFSTI]. Isik K. 1986. Altitudinal variation in Pinus brutia Ten.: seed and seedling char-",
"'Griffin JR. 1971. Variability of germination in Digger pine in California. Res.","'acteristics. Silvae Genetica 35(2/3): 58-67.",
"'Note PSW-248. Berkeley, CA: USDA Forest Service, Pacific Southwest Forest and Range Experiment Station. 5 p.","'Jacaline DV, Lizardo L. 1958. Silvical characteristics of Benguet pine (Pinus insularis Endl.). Silv. Leaflet 2. Manila: Philippines Bureau of Forestry 32 p.",
"'Griffin JR, Conkle MT. 1967. Early performance of knobcone and Monterey pine hybrids on marginal timber sites. Res. Note PSW-156. Berkeley, CA: USDA Forest Service, Pacific Southwest Forest and Range Experiment Station. 10 p.","'Jenkinson JL. 1974. Ponderosa pine progenies: differential response to ultra- mafic and granitic soils. Res. Pap. PSW-101. Berkeley, CA: USDA Forest Service, Pacific Southwest Forest and Range Experiment Station. 14 p. Jenkinson JL. 1976. Seasonal patterns of root growth capacity in western",
"'Griffin JR, Critchfield WB. 1976. The distribution of forest trees in California. Res. Pap. PSW-82 (reprinted with supplement). Berkeley, CA: USDA Forest Service, Pacific Southwest Forest and Range Experiment Station. 118 p.","'yellow pines. In: America's renewable resource potential-1975 the turning point. Proceedings, Society of American Foresters National Convention. Washington, DC: Society of American Foresters: 445-453. Jenkinson JL. 1977. Edaphic interactions in first-year growth of California",
"'Haasis FW, Thrupp AC. 1931. Temperature relations of lodgepole pine seed germination. Ecology 2: 728-744.","'ponderosa pine. Res. Pap. PSW-127. Berkeley, CA: USDA Forest Service, Pacific Southwest Forest and Range Experiment Station. 16 p.",
"'Haller JR. 1957. Taxonomy, hybridization and evolution in Pinus ponderosa and Pinus jeffreyi [PhD thesis]. Los Angeles: University of California. 169 p.","'Jenkinson JL. 1980. Improving plantation establishment by optimizing growth capacity and planting time of western yellow pines. Res. Pap. PSW-154. Berkeley, CA: USDA Forest Service, Pacific Southwest Forest and Range",
"'Haller JR. 1967. A comparison of the mainland and island populations of","'Experiment Station. 22 p.",
"'Torrey pine. In: Philbrick RN, ed. Symposium proceedings, Biology of the California Islands. Santa Barbara, CA: Santa Barbara Botanic Garden.","'Jenkinson JL. 1990. Pinus jeffreyi Grev. & Balf., Jeffrey pine. In: Burns RM, Honkala BH, tech. coords. Silvics of North America. Volume I, Conifers.",
"'Harlow WM, Harrar ES. 1950. Textbook of dendrology. 3rd ed. New York: McGraw-Hill. 555 p.","'Agric. Handbk. 654. Washington, DC: USDA Forest Service: 359-369. Jenkinson JL. 1996. Genotype-environment interaction in common garden",
"'Harrar ES, Harrar JG. 1946. Guide to southern trees. New York: Whittlesey House, McGraw-Hill. 712 p.","'tests of sugar pine. In: Kinloch BB Jr, Marosy M, Huddleston ME, eds. Sugar pine: status, values, and roles in ecosystems. Pub. 3362. Davis:",
"'Harris RW, Leiser AT, Chan FJ. 1970. Vegetation management on reservoir recreation sites [annual report]. Rep. Davis: University of California,","'University of California, Division of Agriculture and Natural Resources: 5474.",
"'Department of Environmental Horticulture. 17 p.","'Jenkinson JL, McCain AH. 1993. Winter sowings produce 1-0 sugar pine",
"'Harry DE, Jenkinson JL, Kinloch BB. 1983. Early growth of sugar pine from an elevational transect. Forest Science 29: 660-669.","'planting stock in the Sierra Nevada. Res. Pap. PSW-219. Albany, CA: USDA Forest Service, Pacific Southwest Research Station. 10 p.",
"'Hartmann HT, Hester DE. 1968. Plant propagation: principles and practices. 2nd ed. Englewood Cliffs, NJ: Prentice-Hall, 702 p.","'Jenkinson JL, McCain AH. 1996. Improving nursery management of sugar pine in the Sierra Nevada. In: Kinloch BB Jr, Marosy M, Huddleston ME,",
"'Heit CE. 1958. The effect of light and temperature on germination of cer- tain hard pines and suggested methods for laboratory testing. Proceedings of the Association of Official Seed Analysts 48: 111-117.","'eds. Sugar pine: status, values, and roles in ecosystems. Pub. 3362. Davis: University of California, Division of Agriculture and Natural Resources: 152-161.",
"'Heit CE. 1963. Balkan pine: promising new exotic conifer. American Nurseryman 18(12): 10-11, 32, 34, 36.","'Jenkinson JL, Nelson JA, Huddleston ME. 1993. Improving planting stock quality: the Humboldt experience. Gen. Tech. Rep. PSW-143. Albany, CA:",
"'Heit CE. 1964. Tips on growing healthy, vigorous conifer seedlings and transplants. New York Christmas Tree Growers Bulletin 2(1). 5 p. Heit CE. 1967a. Propagation from seed: 9. Fall sowing of conifer seeds. American Nurseryman 126(6): 10-11, 60-69.","'USDA Forest Service, Pacific Southwest Research Station. 219 p. Jones L. 1962. Recommendation for successful storage of tree seed. Tree Planters' Notes 55: 9-20. Jones L. 1966. Storing pine seed: what are best moisture and temperature",
"'Heit CE. 1967b. Propagation from seed: 10. Storage method for conifer seeds. American Nurseryman 126(8): 14-54 (not inclusive).","'conditions? Res. Pap. 42. Macon, GA: Georgia Forest Research Council. 8 p.",
