"'Ahrendt T. 1961. Berberis and Mahonia: a taxonomic revision. Journal of the Linnean Society of London, Botany 57(369): 1-410.","'Loiseau J. 1945. Les arbres et la forêt. Paris:Vigot Freres. 204 p. McLean A. 1967. Germination of forest range species from southern British",
"'AOSA [Association of Official Seed Analysts]. 1993. Rules for testing seeds. Journal of Seed Technology 16(3): I-113.","'Columbia. Journal of Range Management 20(5): 321-322. McMinn HE. 1951. An illustrated manual of California shrubs. Berkeley:",
"'Bailey LH. 1939. The standard cyclopedia of horticulture. New York: Macmillan. 3639 p.","'University of California Press. 663 p. Millet B. 1976. Kinetic study of the curve of Mahonia aquifolium (Pursh)",
"'Baskin CC, Baskin JM, Meyer SE. 1993. Seed dormancy in the Colorado plateau shrub Mahonia fremontii (Berberidaceae) and its ecological and evolutionary implications. Southwestern Naturalist 38(2): 91-99.","'Nutt. stamens electrically stimulated. Annales Scientifiques de l'Universite de Besancon Botanique 3(17): 75-80 [Biological Abstracts 68(5): 3095, Ref. 31123].",
"'Chadwick LC. 1936. Improved practices in propagation by seed. American Nurseryman 62(8): [3]-4; (9): 5-6; (10): 7-8; (12): [3]-9.","'Millet B. 1977. A scanning electron microscope survey of the surface of the staminal filament in some Berberidaceae: Comparison with other sensi-",
"'Decker SR, Pekins PJ, Mautz WW. 1991. Nutritional evaluation of winter foods of wild turkeys. Canadian Journal of Zoology 69(8): 2128-2132.","'tive organs. Comptes Rendu des Seances de la Societe de Biologie, et de Ses Filiales (1(3): 580-584 [Biological Abstracts 65(8): 4336, Ref.",
"'Dirr MA. 1990. Manual of woody landscape plants: their identification, orna-","'44154].",
"'mental characteristics, culture, propagation, and uses. 4th. ed. Champaign, IL: Stipes Publishing Co. 1007 p.","'Minore D. 1994. Personal observation. Corvallis, OR: Pacific Northwest Research Station.",
"'Dirr MA, Heuser CW Jr. 1987. The reference manual of woody plant prop- agation: from seed to tissue culture. Athens, A:Varsity Press. 239 p.","'Mirov NT, Kraebel CJ. 1939. Collecting and handling seeds of wild plants. For. Pub. 5. Civilian Conservation Corps. 42 p.",
"'Heit CE. 1967. Propagation from seed: 8. Fall planting of fruit and hard- wood seeds. American Nurseryman 126(4): 12-13, 85-90.","'Morinaga T. 1926. Effect of alternating temperatures upon the germination of seeds. American Journal of Botany 13: 141-158.",
"'Heit CE. 1968a. Propagation from seed: 15. Fall planting of shrub seeds for successful seedling production. American Nurseryman 128(4): 8-10, 70-80.","'NBV [Nederlandsche Boschbouw Vereeniging]. 1946. Boomzaden: Handleiding inzake het loogsten, behandelen, bewaren en uitzaaien van boomzaden. Wageningen, The Netherlands: Ponsen and Looijen. 17 p.",
"'Heit CE. 1968b. Thirty-five year's testing of tree and shrub seeds. Journal of Forestry 66(8): 632-634.","'Ohwi J. 1965. Flora of Japan. Washington, DC: Smithsonian Institution. 1067 p.",
"'Hitchcock CL, Cronquist A, Ownbey M, Thompson JW. 1964. Vascular plants of the Pacific Northwest: 2. Salicaeae to Saxifragaceae. Seattle: University of Washington Press. 597 p. ISTA [International Seed Testing Association]. 1993. Rules for testing seeds: rules 1993. Seed Science and Technology 21 (Suppl.): I-259. Kern FD. 1921. Observations of the dissemination of the barberry. Ecology 2:211-214. Kostalova D, Hrochova V,Tomko J. 1986. Tertiary alkaloids of Mahonia aquifolium (Pursh) Nutt. III. Chemical Papers 40(3): 389-394. LHBH [Liberty Hyde Bailey Hortorium]. 1976. Hortus third: a concise dic- tionary of plants cultivated in the United States and Canada. New York: Macmillan. 1290 p.","'Plummer AP, Christensen DR, Monsen SB. 1968. Restoring big-game range in Utah. Pub. 68-3. Salt Lake City: Utah Division of Fish and Game. 182 p. Radford AE, Ahles HE, Bell CR. 1964. Guide to the vascular flora of the Carolinas. Chapel Hill: University of North Carolina Book Exchange. 333 p. Rafn J and Son. No date. Skovfrökontoret's Fröanalyser gennem 40 Aar, 1887-1927. Copenhagen: Udfört paa Statsfrökontrollen i Köbenhavn. 5 p. Rehder A. 1940. Manual of cultivated trees and shrubs hardy in North America. 2nd. New York: Macmillan. 996 p. Rudolf PO. 1974. Berberis, barberry, mahonia. In: Schopmeyer CS, tech. coord. Seeds of woody plants in the United States. Agric. Handbk. 450. Washington, DC: USDA Forest Service: 247-251.",
,

'Confidence Scores % (Table Cell)
"'34.25292969","'34.25292969",
"'30.05371094","'30.05371094",
"'36.25488281","'36.23046875",
"'47.65625000","'47.63183594",
"'39.18457031","'28.85742188",
"'34.22851563","'28.85742188",
"'24.04785156","'24.03564453",
"'43.28613281","'43.26171875",
"'36.84082031","'36.81640625",
"'40.11230469","'40.08789063",
"'46.04492188","'46.02050781",
"'48.90136719","'48.87695313",
"'33.66699219","'33.64257813",
