"'Ayers GS. 1993. Reconsidering the basswoods: 11. The native American basswoods. American Bee Journal 133(5): 337-340. Bremness L. 1994. Herbs. London: Dorling Kindersley: 88.","'LHBH [Liberty Hyde Bailey Hortorium]. 1976. Hortus third: a concise dic- tionary of plants cultivated in the United States and Canada. New York: Macmillan. 1290 p.",
"'Brinkman KA. 1974. Tilia L., basswood, linden. In: Schopmeyer CS, tech. coord. Seeds of woody plants in the United States. Agric. Handbk 450. Washington, DC: USDA Forest Service: 810-812.","'Magherini R., Nin S. 1993. Experiments on seed germination of some Tilia spp. Acta Horticulturae 331: 251-258. Nagy M. 1980. Dormancy in fruits of Tilia platyphyllos Scop.: 4. Changes in",
"'Burgess KS. 1991. Tilia tomentosa. Public Garden: Journal of the American Association of Botanical Gardens and Arboreta 6(1): 39.","'the endogenous gibberellin content during stratification. Acta Agronomica 29: 1-11.",
"'Chalupa V. 1990. Plant regeneration by somatic embryogenesis from cul- tured immature embryos of oak (Quercus robur L.) and linden (Tilia cor- data Mill.). Plant Cell Reports 9(7): 398-401.","'Nagy M., Keri A. 1984. Role of the embryo in the cytolysis of the endosperm cells during the germination of the seeds of Tilia platyphyllos Scop. Biochemie und Physiologie der Pflanzen 179: 145-148.",
"'Dirr MA. 1998. Manual of woody landscape plants: their identification, ornamental characteristics, culture, propagation and uses. 5th ed. Champaign, IL: Stipes Publishing Co. 1187 p.","'Pellett H, Vogel K, McNamara S, Zuzek K. 1988. Relative growth rate and plant habit of linden taxa. Journal of Environmental Horticulture 6(2): 48-52.",
"'Dirr MA, Heuser CW Jr. 1987. The reference manual of woody plant prop- agation: from seed to tissue culture. Athens, GA:Varsity Press. 239 p. Flemer W III. 1980. Linden propagation: a review. Combined Proceedings of the International Plant Propagators' Society 30: 333-336. Haller JM. 1995. Tilia americana, linden: a neglected jewel. Arbor Age 15(7): 32-33.","'Pigott CD, Huntley JP. 1981. Factors controlling the distribution of Tilia cordara at the northern limits of its geographical range: 3. Nature and causes of seed sterility. New Phytologist 87(4): 817-839. Pitel JA, Cheliak WM, Wang BSP. 1989. Some biochemical changes associat- ed with stratification and germination of basswood seeds. Seed Science and Technology 17(1): 57-71.",
"'Hartmann HT, Kester DE, Davies FT Jr, Geneve RL, 2002. Hartmann and Kester's plant propagation: principles and practices. 7th ed. Upper Saddle River, NJ: Prentice-Hall. 880 p.","'Pitel JA, Wang BSP. 1988. Improving germination of basswood (Tilia ameri- cana L.) seeds with gibberellic acid. Seed Science and Technology 16(1): 273-280.",
"'Heit CE. 1967. Propagation from seed: 7. Successful propagation of six hardseeded group species. American Nurseryman 125(12): 10-12, 37-41, 44-45.","'Plotnik A. 2000. The urban tree book: an uncommon field guide for city and town. New York: Three Rivers Press: 211-215. Rehder A. 1990. Manual of cultivated trees and shrubs hardy in North",
"'Heit CE. 1977. Propagation from seed: 27. Collecting, testing and growing tilia linden species. American Nurseryman 146(7): 10-11, 100-110. Howard BH. 1995. Opportunities for developing clonal rootstocks from natural seedlings of Tilia spp. Journal of Horticultural Science 70(5): 775-786.","'America. 2nd ed. Portland, OR: Dioscorides Press. 996 p. RHS [Royal Horticultural Society]. 1994. The new Royal Horticultural Society dictionary index of garden plants. Griffiths M, ed. London: Macmillan. 1234 Spaeth JN. 1934. A physiological study of dormancy in Tilia seed. Cornell",
"'ISTA [International Seed Testing Association]. 1996. International rules for seed testing. Seed Science and Technology 24(suppl.): 335. Kunneman BPAM, Albers MRJ. 1991. Linden trees (Tilia spp.). In: Bajaj YPS, ed. Biotechnology in agriculture and forestry: 16. Trees III Berlin: Springer-Verlag: 152-163.","'University Agricultural Experiment Station Memoir 169: I-71. Suszka B, Muller C, Bonnet-Masimbert M. 1996. Seeds of forest broadleaves, from harvest to sowing. Gordon A, trans. Paris: Institut National de la Recherche Agronomique. 294 p. Vanstone DE. 1978. Basswood (Tilia americana L.) seed germination. Combined Proceedings of the International Plant Propagators' Society 28: 566-570.",
"'","'Vanstone DE. 1982. Seed germination of American basswood in relation to seed maturity. Canadian Journal of Plant Science 62(3): 709-713.",
,

'Confidence Scores % (Table Cell)
"'38.76953125","'38.79394531",
"'44.28710938","'44.31152344",
"'46.94824219","'46.97265625",
"'50.97656250","'50.97656250",
"'56.25000000","'56.29882813",
"'48.46191406","'48.48632813",
"'48.38867188","'48.38867188",
"'40.42968750","'40.45410156",
"'37.28027344","'37.30468750",
"'37.62207031","'34.03320313",
"'37.62207031","'36.96289063",
